property_id,property_name,hectares,centroid_lat,centroid_lon,postcode,distance_from_albury_km,address,source_PROP_PFI,source_PR_LGAC,source_PR_PROPNUM,source_PR_PTYPE,source_PR_MULTASS,source_PR_STAT,source_PR_PFI_CR,source_PROP_UFI,source_PR_UFI_CR,source_PR_UFI_OLD,source_PR_TASKID,source_PROPV_PFI,source_PV_BASEPFI,source_PV_CNT_PFI,source_PV_GRTYPE,source_PV_ZLEVEL,source_PV_PFI_CR,source_PROPV_UFI,source_PV_UFI_CR,source_PV_UFI_OLD,source_PV_TASKID,enrichment_source,enrichment_confidence,enrichment_notes
45315971,Wilby & Co,1084.74,-36.113623,146.055266,,77.42,292 HAMMONS ROAD WILBY 3728,45315971,347,63198,O,N,A,,384449912,2012-10-03,368811291.0,,1058489,,131078948,P,G,,493847751,2015-02-19,414798478.0,,ABR (score=90 ABN=69822347154),High,
45391194,DANDONGADALE PASTORAL CO. PTY. LTD.,1083.43,-36.798302,146.663057,,83.48,BUFFALO RIVER ROAD DANDONGADALE 3737,45391194,300,6911,O,N,A,,577774089,2019-08-07,562859347.0,1005.0,889833,,128742623,P,G,,577774085,2019-08-07,575110219.0,1005.0,ABR (score=92 ABN=68007213461),High,
45150376,THOWGLA VALLEY FIRE FIGHTERS CREW INCORPORATED,1072.48,-36.344747,147.94728,,97.71,GRAYS TRACK THOWGLA VALLEY 3707,45150376,367,NCPR,O,N,A,,534039566,2017-06-19,96835572.0,154494.0,550135,,127554678,P,G,,415863983,2013-10-21,367719704.0,154494.0,ABR (score=84 ABN=55944029028),High,
45313733,KILLAWARRA PARK,1064.72,-36.274536,146.185835,,69.15,TOWER ROAD KILLAWARRA 3678,45313733,368,NCPR,O,N,A,,485073755,2014-08-14,96512613.0,25294.0,1056899,,127652622,P,G,,416126739,2013-10-21,367633994.0,25294.0,ABR (score=92 ABN=33039972663),High,
45226936,GLENFIELD (MT. ALFRED) PTY. LIMITED,1063.21,-36.026045,147.625161,,64.34,MT ALFRED ROAD MOUNT ALFRED 3709,45226936,367,219300,O,N,A,,558367308,2018-08-17,542596835.0,1005.0,538080,,128566442,P,G,,830450600,2024-02-18,558367294.0,1005.0,ABR (score=66 ABN=35008480617),Medium,
430725043,WINTON,1050.68,-36.418563,146.147092,,78.8,LAKE MOKOAN ROAD WINTON NORTH 3673,430725043,381,NCPR,O,N,A,2019-09-06,579360128,2019-09-06,,254164.0,430725042,,430725041,P,G,2019-09-06,874952326,2025-10-22,874868925.0,254164.0,ABR (score=100 ABN=38774609816),High,
134214752,Alp Falls Creek,1050.01,-36.869401,147.260373,,93.61,SCHUSS STREET FALLS CREEK 3699,134214752,386,NCPR,O,N,A,2012-03-06,482135714,2014-05-23,381957131.0,1004.0,134214751,,134322008,P,G,2012-03-06,855806919,2024-08-29,847061213.0,1004.0,ABR (score=94 ABN=46004843761),High,
420906210,WHITLANDS SAWMILL,1043.5,-36.845459,146.360956,,98.93,3625 POWERS LOOKOUT ROAD WHITLANDS 3678,420906210,368,18612,O,N,A,2014-09-18,486419296,2014-09-18,,34103.0,420906209,,420906208,P,G,2014-09-18,796866047,2023-09-05,486419294.0,34103.0,ABR (score=87 ABN=96008940064),High,
45393726,ROSE RIVER RUN,1018.52,-36.897901,146.543522,,97.28,29 UPPER ROSE RIVER ROAD ROSE RIVER 3678,45393726,368,4519,O,N,A,,377088353,2011-01-27,,,892931,,131576540,P,G,,572103563,2019-05-07,415910836.0,,ABR (score=93 ABN=88181575463),High,
45149856,NARIEL VALLEY FARM,1017.18,-36.352473,147.845659,,89.35,BENAMBRA-CORRYONG ROAD NARIEL VALLEY 3707,45149856,367,144200,O,N,A,,370183450,2008-11-13,,,549700,,5144496,P,G,,415865962,2013-10-21,370183440.0,,ABR (score=100 ABN=84903832967),High,
45320540,Molyullah Pastoral Co,1016.19,-36.716009,146.16443,,97.96,SCHULZ ROAD MOLYULLAH 3673,45320540,381,NCPR,O,N,A,,554453529,2018-06-27,351770271.0,201602.0,757526,,127453516,P,G,,545564895,2018-01-24,545427427.0,201602.0,ABR (score=94 ABN=24310765526),High,
45453869,Harrietville Cabins,1015.37,-36.957929,147.066909,,99.08,GREAT ALPINE ROAD HARRIETVILLE 3741,45453869,300,NCPR,O,N,A,,869530947,2025-06-30,74251925.0,471610.0,4116837,,128726243,P,G,,671108116,2022-01-24,560482304.0,471610.0,ABR (score=90 ABN=68881687302),High,
52535261,MYRRHEE PTY. LIMITED,995.32,-36.789583,146.325374,,95.35,DRUM TOP TRACK MYRRHEE 3732,52535261,368,NCPR,O,N,A,,485069812,2014-08-14,74214283.0,22090.0,4114292,,128682398,P,G,,415902841,2013-10-21,367844513.0,22090.0,ABR (score=81 ABN=93006341699),High,
45372193,EUROBIN PTY. LIMITED,981.73,-36.643813,146.80999,,63.94,WOBONGA LANE EUROBIN 3739,45372193,300,NCPR,O,N,A,,869531541,2025-06-30,483676026.0,471610.0,4102839,,126819833,P,G,,599935749,2020-11-12,567204059.0,471610.0,ABR (score=81 ABN=78005030982),High,
45331479,BURRAMINE HAVEN,944.5,-35.969438,145.869308,,94.83,DUFTY LANE BURRAMINE 3730,45331479,347,NCPR,O,N,A,,371913206,2009-08-20,,,780351,,128617583,P,G,,838020349,2024-03-24,688872921.0,,ABR (score=90 ABN=47311391257),High,
45330283,WANGANDARY PASTORAL ESTATE PTY. LTD.,942.72,-36.33701,146.210563,,69.64,TAYLOR TRACK WANGANDARY 3678,45330283,368,NCPR,O,N,A,,485082968,2014-08-14,375821942.0,25294.0,4578320,,128706676,P,G,,674615153,2022-03-17,485082966.0,25294.0,ABR (score=93 ABN=83005018039),High,
45375101,MYRTLEFORD DAIRY,929.76,-36.6117,146.717743,,62.23,NUG NUG TRACK MYRTLEFORD 3737,45375101,300,NCPR,O,N,A,,869530958,2025-06-30,483676031.0,471610.0,837852,,126820349,P,G,,866713807,2025-05-11,820644410.0,471610.0,ABR (score=90 ABN=99486169338),High,
45370851,POREPUNKAH GARAGE,907.84,-36.636818,146.919169,,62.49,SINCLAIR TRACK POREPUNKAH 3740,45370851,300,NCPR,O,N,A,,869531440,2025-06-30,96099887.0,471610.0,3879960,,128737997,P,G,,603389541,2021-01-28,415892131.0,471610.0,ABR (score=89 ABN=61655259562),High,
101432580,DOCKERS PLAINS PASTORAL COMPANY,905.18,-36.272614,146.312104,,58.43,558 PLUMS ROAD DOCKERS PLAINS 3678,101432580,368,7793,O,N,A,2003-11-10,373531231,2010-01-20,,,101432579,,128223436,P,G,2003-11-10,688629943,2022-08-31,596826245.0,,ABR (score=94 ABN=24003246768),High,
45228111,MITTA MITTA LPO,884.0,-36.431577,147.43965,,61.75,CALLAGHAN CREEK TRACK MITTA MITTA 3701,45228111,367,NCPR,O,N,A,,534039427,2017-06-19,73814167.0,154494.0,4101095,,127553836,P,G,,415877922,2013-10-21,367692713.0,154494.0,ABR (score=88 ABN=62925984619),High,
45045116,MYRTLEFORD DAIRY,878.94,-36.524593,146.728487,,52.72,BRIGGS LANE MYRTLEFORD 3737,45045116,300,NCPR,O,N,A,,869530467,2025-06-30,96816925.0,471610.0,4126641,,128739931,P,G,,520338846,2016-10-12,492523652.0,471610.0,ABR (score=90 ABN=99486169338),High,
45318804,BENALLA BITES,877.74,-36.644379,146.07243,,98.53,1477 BENALLA-TATONG ROAD BENALLA 3672,45318804,381,11110194,O,N,A,,875607844,2025-11-06,371603963.0,484915.0,756381,,102208988,P,G,,539277303,2017-09-25,539236093.0,484915.0,ABR (score=88 ABN=34717244879),High,
45322332,Thoona Alpacas,850.41,-36.336146,146.051292,,82.83,1595 GOORAMBAT-THOONA ROAD THOONA 3726,45322332,381,11103595,O,N,A,,875608109,2025-11-06,511265113.0,484915.0,767770,,102207844,P,G,,591592650,2020-06-05,511265111.0,484915.0,ABR (score=84 ABN=67074582442),High,
45149964,NARIEL VALLEY FARM,850.35,-36.30069,147.816098,,85.01,SIMPSONS CREEK TRACK NARIEL VALLEY 3707,45149964,367,129400,O,N,A,,374849449,2010-03-29,,,549830,,127554550,P,G,,415858777,2013-10-21,383816825.0,,ABR (score=100 ABN=84903832967),High,
52802504,BENALLA BITES,837.22,-36.626073,146.045836,,99.11,1254 BENALLA-TATONG ROAD BENALLA 3672,52802504,381,11109956,O,N,A,,875614169,2025-11-06,384603713.0,484915.0,4499249,,102199957,P,G,,826698209,2024-01-30,539224401.0,484915.0,ABR (score=88 ABN=34717244879),High,
45329396,MOUNT BRUNO ORCHARDS SUPERANNUATION FUND,829.59,-36.310804,146.17494,,71.45,SKEETS TRACK MOUNT BRUNO 3675,45329396,381,NCPR,O,N,A,,554453608,2018-06-27,351770628.0,201602.0,771040,,128684204,P,G,,416126789,2013-10-21,378403871.0,201602.0,ABR (score=82 ABN=72693050194),High,
45228164,TALLANGATTA VALLEY PRIMARY SCHOOL,821.26,-36.376933,147.410215,,55.91,WATERFALL CREEK TRACK TALLANGATTA VALLEY 3701,45228164,367,NCPR,O,N,A,,534039926,2017-06-19,96864170.0,154494.0,539716,,128566574,P,G,,415867028,2013-10-21,372787537.0,154494.0,ABR (score=88 ABN=85895361825),High,
45226934,,817.55,-36.001075,147.636667,,65.67,335 MT ALFRED ROAD MOUNT ALFRED 3709,45226934,367,217950,O,N,A,,371267963,2009-05-23,,,538078,,101580661,P,G,,565782120,2019-01-08,415838041.0,,none,None,
45226783,MITTA MITTA LPO,808.0,-36.684009,147.309622,,76.48,TRAPPERS SPUR TRACK MITTA MITTA 3701,45226783,367,NCPR,O,N,A,,534039609,2017-06-19,96861843.0,154494.0,4096088,,128566106,P,G,,671108027,2022-01-24,415893339.0,154494.0,ABR (score=88 ABN=62925984619),High,
52543949,GERMANTOWN LODGE,794.87,-36.743319,147.04364,,75.22,TAWONGA GAP ROAD GERMANTOWN 3741,52543949,300,NCPR,O,N,A,,869531044,2025-06-30,74847034.0,471610.0,4132956,,128726361,P,G,,415902142,2013-10-21,379398548.0,471610.0,ABR (score=70 ABN=54526594346),Medium,
45393957,WHITLANDS SAWMILL,778.04,-36.772788,146.347229,,92.72,MANSFIELD-WHITFIELD ROAD WHITLANDS 3678,45393957,368,NCPR,O,N,A,,485072152,2014-08-14,96922633.0,23898.0,893496,,128708242,P,G,,415901201,2013-10-21,378110991.0,23898.0,ABR (score=87 ABN=96008940064),High,
45325368,Bungeet West Books,773.3,-36.351598,145.974427,,89.9,2154 BENALLA-YARRAWONGA ROAD BUNGEET WEST 3726,45325368,381,11107562,O,N,A,,875610186,2025-11-06,384253567.0,484915.0,4658664,,102196835,P,G,,459865380,2013-10-22,384253576.0,484915.0,ABR (score=92 ABN=22843541673),High,
45088849,BRIMIN BEEF,763.6,-36.059085,146.258707,,59.01,237 BRIMIN ROAD BRIMIN 3685,45088849,334,5787,O,N,A,,603938908,2021-02-04,603934550.0,310105.0,205840,,100270523,P,G,,603934540,2021-02-04,599293984.0,310105.0,ABR (score=88 ABN=40759876320),High,
45227663,Burrowye Beef,762.84,-36.083171,147.578879,,59.94,JONES TRACK BURROWYE 3709,45227663,367,NCPR,O,N,A,,534040549,2017-06-19,96863498.0,154494.0,538953,,127556138,P,G,,415840284,2013-10-21,378715705.0,154494.0,ABR (score=90 ABN=98577914119),High,
45226722,MITTA MITTA LPO,758.24,-36.506282,147.439884,,67.38,ENEVERS TRACK MITTA MITTA 3701,45226722,367,NCPR,O,N,A,,534039669,2017-06-19,73721946.0,154494.0,537851,,128559106,P,G,,415883635,2013-10-21,367283941.0,154494.0,ABR (score=88 ABN=62925984619),High,
45329629,GLEN ROWAN COBB AND CO,752.38,-36.429188,146.213155,,74.28,UPPER TAMINICK ROAD GLENROWAN 3675,45329629,381,11137528,O,N,A,,875610361,2025-11-06,374848835.0,484915.0,771546,,127453534,P,G,,598460559,2020-10-08,582823539.0,484915.0,ABR (score=67 ABN=77006192534),Medium,
129471951,,750.88,-36.163027,147.56332,,59.34,MURRAY VALLEY HIGHWAY SHELLEY 3701,129471951,367,320084,O,N,A,2008-11-13,498578783,2015-06-26,370183986.0,1004.0,129471950,,129485924,P,G,2008-11-13,498562177,2015-06-26,497616174.0,1004.0,none,None,
135382033,THE TRUSTEE FOR BOWMANS FOREST CEMETERY TRUST,726.31,-36.503487,146.627889,,54.15,321 WHOROULY-BOWMANS ROAD BOWMANS FOREST 3735,135382033,368,,G,N,A,,383773835,2012-08-15,,,135382032,,134319971,B,G,,569001744,2019-02-27,415883686.0,,ABR (score=82 ABN=78202310662),High,
100065759,THE TRUSTEE FOR BOWMANS FOREST CEMETERY TRUST,726.31,-36.503487,146.627889,,54.15,321 WHOROULY-BOWMANS ROAD BOWMANS FOREST 3735,100065759,368,9265,O,Y,A,,382183919,2012-04-13,378917460.0,,100065758,135382032,134319971,P,G,,569001743,2019-02-27,415883687.0,,ABR (score=82 ABN=78202310662),High,
134319925,THE TRUSTEE FOR BOWMANS FOREST CEMETERY TRUST,726.31,-36.503487,146.627889,,54.15,319 WHOROULY-BOWMANS ROAD BOWMANS FOREST 3735,134319925,368,18062,O,Y,A,2012-04-13,382183920,2012-04-13,,,100065758,135382032,134319971,P,G,,569001743,2019-02-27,415883687.0,,ABR (score=82 ABN=78202310662),High,
45226108,DARTMOUTH LODGES,725.06,-36.59383,147.481015,,76.99,HUMPY CREEK TRACK DARTMOUTH 3701,45226108,367,NCPR,O,N,A,,534040353,2017-06-19,96860720.0,154494.0,537113,,128566398,P,G,,672095811,2022-02-14,415888303.0,154494.0,ABR (score=68 ABN=14406470637),Medium,
45226791,MITTA MITTA LPO,720.66,-36.559862,147.315017,,64.89,HODGKIN TRACK MITTA MITTA 3701,45226791,367,NCPR,O,N,A,,534040113,2017-06-19,102263369.0,154494.0,4099513,,128557982,P,G,,415887260,2013-10-21,367281131.0,154494.0,ABR (score=88 ABN=62925984619),High,
45320541,Molyullah Pastoral Co,718.23,-36.737373,146.182784,,98.59,SCHULZ TRACK MOLYULLAH 3673,45320541,381,NCPR,O,N,A,,554453192,2018-06-27,351769619.0,201602.0,757527,,127454688,P,G,,415896719,2013-10-21,363773752.0,201602.0,ABR (score=94 ABN=24310765526),High,
52890190,BUNDALONG CAFE,704.25,-36.015881,146.108542,,72.82,MURRAY VALLEY HIGHWAY BUNDALONG 3730,52890190,347,92343680,O,N,A,,517252473,2016-08-16,382325235.0,115516.0,4592573,,127516506,P,G,,840488105,2024-04-09,838020637.0,115516.0,ABR (score=91 ABN=98295494998),High,
45371443,MOUNTAIN CREEK PROPERTY TAWONGA SOUTH,702.21,-36.753799,147.15049,,78.4,VAILS ROAD TAWONGA SOUTH 3698,45371443,300,10521,O,N,A,,387590539,2013-09-06,378106503.0,,4057848,,136403798,P,G,,681310899,2022-07-04,677016667.0,,ABR (score=94 ABN=62546322942),High,
134167163,TOWONG HILL STATION,701.57,-36.156198,148.010257,,99.17,TOWONG HILL ROAD TOWONG 3707,134167163,367,,G,N,A,,385381878,2013-03-08,381789063.0,,134167162,,125083413,B,G,,564957521,2018-12-10,561182266.0,,ABR (score=99 ABN=71137787807),High,
125086532,TOWONG HILL STATION,701.57,-36.156198,148.010257,,99.17,150 TOWONG HILL ROAD TOWONG 3707,125086532,367,170100,O,Y,A,2005-09-01,385381671,2013-03-08,371143936.0,,551023,134167162,125083413,P,G,,564957522,2018-12-10,561182267.0,,ABR (score=99 ABN=71137787807),High,
125086530,TOWONG HILL STATION,701.57,-36.156198,148.010257,,99.17,88 TOWONG HILL ROAD TOWONG 3707,125086530,367,170150,O,Y,A,2005-09-01,385381670,2013-03-08,371143935.0,,551023,134167162,125083413,P,G,,564957522,2018-12-10,561182267.0,,ABR (score=99 ABN=71137787807),High,
45150812,TOWONG HILL STATION,701.57,-36.156198,148.010257,,99.17,198 TOWONG HILL ROAD TOWONG 3707,45150812,367,169300,O,Y,A,,385381939,2013-03-08,371144116.0,,551023,134167162,125083413,P,G,,564957522,2018-12-10,561182267.0,,ABR (score=99 ABN=71137787807),High,
45044059,Gapsted Nuts,699.49,-36.504616,146.730562,,50.56,MCGEEHANS TRACK GAPSTED 3737,45044059,300,NCPR,O,N,A,,869531156,2025-06-30,96816349.0,471610.0,4196002,,35670436,P,G,,415882756,2013-10-21,360700750.0,471610.0,ABR (score=89 ABN=84875718921),High,
430725038,TAMINICK THREADS,693.29,-36.444192,146.14971,,80.01,LAKE MOKOAN ROAD TAMINICK 3675,430725038,381,NCPR,O,N,A,2019-09-06,579360101,2019-09-06,,254164.0,430725037,,430725036,P,G,2019-09-06,874952332,2025-10-22,874865860.0,254164.0,ABR (score=86 ABN=32533198550),High,
45227868,KOETONG SOAPS,690.5,-36.128992,147.468595,,50.36,FIREBRACE TRACK KOETONG 3704,45227868,367,NCPR,O,N,A,,534040496,2017-06-19,73824495.0,154494.0,539177,,127554300,P,G,,415842819,2013-10-21,367719150.0,154494.0,ABR (score=88 ABN=94996337669),High,
429484184,TALLANGATTA VALLEY PRIMARY SCHOOL,686.0,-36.355696,147.387278,,52.86,HONEYSUCKLE ROAD TALLANGATTA VALLEY 3701,429484184,367,320403,O,N,A,2019-01-16,566716315,2019-01-16,566716193.0,226564.0,429484183,,429484182,P,G,2019-01-16,566716306,2019-01-16,566716190.0,226564.0,ABR (score=88 ABN=85895361825),High,
100813059,GUY'S FOREST PASTORAL COMPANY PTY. LIMITED,679.11,-36.047503,147.66483,,67.75,2024 SHELLEY ROAD GUYS FOREST 3709,100813059,367,221900,O,N,A,2003-08-25,590873614,2020-05-19,369413862.0,282510.0,100813058,,124043623,P,G,2003-08-25,683334095,2022-08-02,590873675.0,282510.0,ABR (score=82 ABN=65008494586),High,
53060120,KOETONG SOAPS,676.8,-36.123333,147.572937,,59.64,GY LINK TRACK KOETONG 3704,53060120,367,NCPR,O,N,A,,534040541,2017-06-19,115692377.0,154494.0,4784827,,127557076,P,G,,415842670,2013-10-21,367714613.0,154494.0,ABR (score=88 ABN=94996337669),High,
134473525,BERRINGAMA BEEF,656.55,-36.180722,147.677081,,69.75,152 JEFFCOTT AND JEWELLS ROAD BERRINGAMA 3691,134473525,367,124950,O,N,A,2012-05-28,675382913,2022-04-04,675382547.0,354037.0,134473524,,134473523,P,G,2012-05-28,863641705,2025-03-07,681877963.0,354037.0,ABR (score=92 ABN=61053943118),High,
45453797,BUCKLAND & CO,649.37,-36.906351,146.902309,,92.4,CLEAR CREEK TRACK BUCKLAND 3740,45453797,300,NCPR,O,N,A,,869531108,2025-06-30,76287622.0,471610.0,4132948,,128729365,P,G,,581942955,2019-10-27,581827772.0,471610.0,ABR (score=93 ABN=55465351720),High,
45226730,MITTA MITTA LPO,649.25,-36.56896,147.464367,,73.94,HUMPY CREEK TRACK MITTA MITTA 3701,45226730,367,NCPR,O,N,A,,534039743,2017-06-19,96861767.0,154494.0,537860,,127555868,P,G,,830450685,2024-02-18,415885474.0,154494.0,ABR (score=88 ABN=62925984619),High,
45150245,NARIEL VALLEY FARM,644.64,-36.264817,147.819143,,84.2,697 BENAMBRA-CORRYONG ROAD NARIEL VALLEY 3707,45150245,367,129350,O,N,A,,361003739,2006-12-05,,,550051,,126112960,P,G,,864989363,2025-04-06,864428633.0,,ABR (score=100 ABN=84903832967),High,
45370412,,640.33,-36.715052,146.99336,,71.53,HILL PLANTATION LINK TRACK BRIGHT 3741,45370412,300,NCPR,O,N,A,,869531438,2025-06-30,80246972.0,471610.0,3879951,,128729331,P,G,,847061184,2024-05-19,679099122.0,471610.0,none,None,
45328622,BENALLA BITES,638.35,-36.493561,145.985994,,95.47,161 LINK ROAD BENALLA 3672,45328622,381,11101409,O,N,A,,875614157,2025-11-06,386003105.0,484915.0,770345,,102198233,P,G,,849244543,2024-06-02,567557765.0,484915.0,ABR (score=88 ABN=34717244879),High,
45223919,,634.27,-36.402587,147.337504,,52.77,BULLHEAD ROAD TALLANGATTA SOUTH 3701,45223919,367,NCPR,O,N,A,,534039418,2017-06-19,96856506.0,154494.0,4099174,,127554974,P,G,,830450670,2024-02-18,415873002.0,154494.0,none,None,
45324424,GOORAMBAT WAGYU,633.26,-36.384019,145.969616,,91.58,1734 BENALLA-YARRAWONGA ROAD GOORAMBAT 3725,45324424,381,11107588,O,N,A,,875608106,2025-11-06,585174811.0,484915.0,768533,,102196831,P,G,,585174809,2020-01-15,574116606.0,484915.0,ABR (score=90 ABN=12454728150),High,
45498964,TUNGAMAH CARS,631.15,-36.10905,145.840047,,96.75,1277 BURRAMINE ROAD TUNGAMAH 3728,45498964,347,24240,O,N,A,,494812261,2015-03-17,384445201.0,54379.0,1099508,,101202257,P,G,,494812252,2015-03-17,414798230.0,54379.0,ABR (score=90 ABN=75183190458),High,
5337868,BOORHAMAN PRIMARY SCHOOL,629.53,-36.268972,146.275722,,61.33,64 OKEEFE ROAD BOORHAMAN 3678,5337868,368,7794,O,N,A,,370900512,2009-04-03,,,1056862,,100552890,P,G,,596826248,2020-09-10,415856624.0,,ABR (score=82 ABN=16250698568),High,
45151964,,624.42,-36.044927,147.855891,,84.97,539 PINE MOUNTAIN CREEK ROAD PINE MOUNTAIN 3709,45151964,367,162700,O,N,A,,577434505,2019-08-01,522811219.0,1005.0,552916,,128566746,P,G,,673363829,2022-02-28,577434503.0,1005.0,none,None,
131632485,Greta,620.62,-36.661983,146.258564,,87.84,BENALLA-WHITFIELD ROAD GRETA SOUTH 3675,131632485,368,2291,O,N,A,2010-10-27,871272301,2025-08-06,377847888.0,475349.0,131632484,,131860830,P,G,2010-10-27,871272282,2025-08-06,682470295.0,475349.0,ABR (score=100 ABN=80561751886),High,
45226800,MITTA MITTA LPO,618.74,-36.607187,147.45355,,76.52,HOLLOWAYS LOG ROAD MITTA MITTA 3701,45226800,367,NCPR,O,N,A,,534040337,2017-06-19,96861871.0,154494.0,537941,,127555882,P,G,,415889784,2013-10-21,384782793.0,154494.0,ABR (score=88 ABN=62925984619),High,
45324290,BENALLA BITES,611.02,-36.477026,145.957357,,96.87,44 CHESNEY ROAD BENALLA 3672,45324290,381,11106796,O,N,A,,875612017,2025-11-06,571619305.0,484915.0,768489,,102208646,P,G,,849244523,2024-06-02,571619300.0,484915.0,ABR (score=88 ABN=34717244879),High,
45392874,,607.99,-36.574322,146.653705,,60.25,TRACK 2 WHOROULY SOUTH 3735,45392874,368,NCPR,O,N,A,,485072075,2014-08-14,351591105.0,23898.0,4342613,,128706622,P,G,,415886791,2013-10-21,367892961.0,23898.0,none,None,
45330123,,605.32,-36.28671,146.15507,,72.2,FERRIS ROAD BOWEYA 3675,45330123,368,NCPR,O,N,A,,485073781,2014-08-14,74231973.0,25294.0,772545,,128684206,P,G,,416126774,2013-10-21,378403868.0,25294.0,none,None,
45392836,,601.65,-36.605803,146.634724,,64.13,TRACK 4 WHOROULY SOUTH 3735,45392836,368,NCPR,O,N,A,,485069714,2014-08-14,351591153.0,22090.0,4342614,,128706624,P,G,,415889720,2013-10-21,367892965.0,22090.0,none,None,
45149761,LUCYVALE TENNIS CLUB INCORPORATED,600.78,-36.291302,147.578385,,64.5,LUCYVALE CREEK TRACK LUCYVALE 3691,45149761,367,NCPR,O,N,A,,534039931,2017-06-19,96834661.0,154494.0,549605,,128566614,P,G,,415857303,2013-10-21,367302711.0,154494.0,ABR (score=80 ABN=76347643500),High,
5337730,BOORHAMAN NORTH RECREATION RESERVE,597.27,-36.083673,146.222214,,62.28,15 OLD MURRAY VALLEY HIGHWAY BOORHAMAN NORTH 3685,5337730,368,9198,O,N,A,,376889367,2010-12-17,,,1056696,,129775092,P,G,,567043732,2019-01-21,459864962.0,,ABR (score=84 ABN=50655395274),High,
45353441,KANCOONA TRUST,593.16,-36.528224,147.028348,,51.48,RUNNING CREEK ROAD KANCOONA 3691,45353441,300,NCPR,O,N,A,,869530549,2025-06-30,96910792.0,471610.0,758977,,7318978,P,G,,825042564,2024-01-28,415883560.0,471610.0,ABR (score=89 ABN=87110606671),High,
45227053,GLENFIELD (MT. ALFRED) PTY. LIMITED,589.38,-36.030417,147.646622,,66.23,MT ALFRED ROAD MOUNT ALFRED 3709,45227053,367,218100,O,N,A,,609436368,2021-05-27,371144177.0,321977.0,538202,,128566454,P,G,,609436362,2021-05-27,415838612.0,321977.0,ABR (score=66 ABN=35008480617),Medium,
127814188,DARTMOUTH LODGES,589.05,-36.558455,147.504343,,75.56,2617 HORSFALL ROAD DARTMOUTH 3701,127814188,367,319897,O,N,A,2007-08-15,512290988,2016-05-10,382663188.0,105202.0,127814187,,128161826,P,G,2007-08-15,672095810,2022-02-14,512290975.0,105202.0,ABR (score=68 ABN=14406470637),Medium,
52509813,CHESHUNT GENERAL STORE,587.73,-36.626876,146.404974,,76.5,FAITHFULL STREET CHESHUNT 3678,52509813,368,18600,O,N,A,,672926992,2022-02-22,672918914.0,1005.0,4057654,,127647676,P,G,,845974985,2024-05-14,821561555.0,1005.0,ABR (score=84 ABN=63426420817),High,
125052226,GOORAMBAT WAGYU,583.83,-36.410169,145.964608,,93.11,GOORAMBAT-THOONA ROAD GOORAMBAT 3725,125052226,381,11103645,O,N,A,2005-08-19,875615128,2025-11-06,515638489.0,484915.0,125052225,,128678714,P,G,2005-08-19,697369748,2022-11-10,507502969.0,484915.0,ABR (score=90 ABN=12454728150),High,
45151265,LUCYVALE TENNIS CLUB INCORPORATED,579.58,-36.254395,147.626982,,67.25,37 MANSELLS ROAD LUCYVALE 3691,45151265,367,125300,O,N,A,,203691726,2003-04-03,,,551733,,101580807,P,G,,415856557,2013-10-21,382685376.0,,ABR (score=79 ABN=76347643500),Medium,
123961153,GUY'S FOREST PASTORAL COMPANY PTY. LIMITED,576.27,-36.034163,147.689464,,70.05,2200B SHELLEY ROAD GUYS FOREST 3709,123961153,367,222250,O,Y,A,2004-10-20,369413908,2008-08-13,,,100802014,134167570,123964132,P,G,2003-08-21,830450601,2024-02-18,673363823.0,,ABR (score=82 ABN=65008494586),High,
100802015,GUY'S FOREST PASTORAL COMPANY PTY. LIMITED,576.27,-36.034163,147.689464,,70.05,2200A SHELLEY ROAD GUYS FOREST 3709,100802015,367,222200,O,Y,A,2003-08-21,369413907,2008-08-13,,,100802014,134167570,123964132,P,G,2003-08-21,830450601,2024-02-18,673363823.0,,ABR (score=83 ABN=65008494586),High,
134167571,GUY'S FOREST PASTORAL COMPANY PTY. LIMITED,576.27,-36.034163,147.689464,,70.05,2200 SHELLEY ROAD GUYS FOREST 3709,134167571,367,,G,N,A,,381790408,2012-02-14,,,134167570,,123964132,B,G,,830450602,2024-02-18,673363824.0,,ABR (score=82 ABN=65008494586),High,
45225884,TALLANGATTA VALLEY PRIMARY SCHOOL,574.29,-36.291467,147.501502,,58.15,CRAVENSVILLE ROAD TALLANGATTA VALLEY 3701,45225884,367,NCPR,O,N,A,,534039535,2017-06-19,96860348.0,154494.0,536727,,127555712,P,G,,415857369,2013-10-21,367718415.0,154494.0,ABR (score=88 ABN=85895361825),High,
45226029,TALLANGATTA VALLEY PRIMARY SCHOOL,573.32,-36.409568,147.570718,,69.85,3724 TALLANGATTA CREEK ROAD TALLANGATTA VALLEY 3701,45226029,367,309250,O,N,A,,606067363,2021-03-22,375939969.0,314591.0,536878,,131425301,P,G,,689340634,2022-09-12,606067339.0,314591.0,ABR (score=88 ABN=85895361825),High,
45318931,TATONG HERBS,564.76,-36.673202,146.112885,,97.91,695 MOLYULLAH-TATONG ROAD TATONG 3673,45318931,381,11113198,O,N,A,,875612014,2025-11-06,807026165.0,484915.0,756423,,102199804,P,G,,807026161,2023-10-24,807021237.0,484915.0,ABR (score=86 ABN=21325033819),High,
5222774,,564.67,-36.354168,147.368631,,51.41,SCHEAFFER LANE TALLANGATTA SOUTH 3701,5222774,367,318450,O,N,A,,203701218,2003-04-04,,,536702,,127557492,P,G,,559216190,2018-09-04,415866670.0,,none,None,
